,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,alignment_id,alternative_source_transcripts,anticodon,collapsed_gene_ids,collapsed_gene_names,copy_num_ID,coverage,db_xref,description,exception,exon_annotation_support,exon_number,experiment,extra_copy_number,extra_paralog,frameshift,gbkey,gene,gene_biotype,gene_id,gene_name,gene_synonym,inference,inframe_stop_codon,intron_annotation_support,matches_ref_protein,missing_start_codon,missing_stop_codon,model_evidence,note,paralogy,part,partial,product,proper_orf,protein_id,pseudo,sequence_ID,source_gene,source_gene_common_name,source_transcript,standard_name,tag,transcript_biotype,transcript_class,transcript_id,transcript_modes,transcript_name,transferase,transl_except,unfiltered_paralogy,valid_ORF,valid_ORFs,valid_start,valid_stop
3778398,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778399,chr21,Liftoff,exon,41496573,41496626,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778400,chr21,Liftoff,exon,41496857,41496916,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778401,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=XM_024452038.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 555 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X5,,,,,,,,,,mRNA,,,,,,,,,,,
3778402,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=XM_024452038.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307806.1;exon_number=10;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,10,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307806.1,,,,,,,,,,,,,,,,,,,
3778403,chr21,Liftoff,CDS,41485531,41485623,.,-,1,Parent=XM_024452038.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307806.1;exon_number=9;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,9,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307806.1,,,,,,,,,,,,,,,,,,,
3778404,chr21,Liftoff,CDS,41485715,41485848,.,-,0,Parent=XM_024452038.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307806.1;exon_number=8;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,8,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307806.1,,,,,,,,,,,,,,,,,,,
3778405,chr21,Liftoff,CDS,41486500,41486598,.,-,0,Parent=XM_024452038.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307806.1;exon_number=7;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,7,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307806.1,,,,,,,,,,,,,,,,,,,
3778406,chr21,Liftoff,CDS,41486756,41486785,.,-,0,Parent=XM_024452038.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307806.1;exon_number=6;extra_copy_number=0,,,,,XM_024452038.2,,,,,,,,GeneID:102724594,,,,6,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307806.1,,,,,,,,,,,,,,,,,,,
3778407,chr21,Liftoff,transcript,41484016,41498641,.,-,.,ID=XM_024452039.2;Parent=LOC102724594;db_xref=GeneID:102724594;gbkey=mRNA;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,XM_024452039.2,,,LOC102724594,,,,,,,,GeneID:102724594,,,,,,0,,,mRNA,LOC102724594,,,,,,,,True,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,True,,,
3778408,chr21,Liftoff,exon,41484016,41484309,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=9;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,9,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778409,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,8,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778410,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,7,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778411,chr21,Liftoff,exon,41486500,41486598,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778412,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778413,chr21,Liftoff,exon,41491524,41491590,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778414,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778415,chr21,Liftoff,exon,41496857,41496916,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778416,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=XM_024452039.2;db_xref=GeneID:102724594;gene=LOC102724594;model_evidence=Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,Supporting evidence includes similarity to: 10 ESTs%2C 2 Proteins%2C 554 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
3778417,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=XM_024452039.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307807.1;exon_number=9;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,9,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307807.1,,,,,,,,,,,,,,,,,,,
3778418,chr21,Liftoff,CDS,41485531,41485623,.,-,1,Parent=XM_024452039.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307807.1;exon_number=8;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,8,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307807.1,,,,,,,,,,,,,,,,,,,
3778419,chr21,Liftoff,CDS,41485715,41485848,.,-,0,Parent=XM_024452039.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307807.1;exon_number=7;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,7,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307807.1,,,,,,,,,,,,,,,,,,,
3778420,chr21,Liftoff,CDS,41486500,41486598,.,-,0,Parent=XM_024452039.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307807.1;exon_number=6;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,6,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307807.1,,,,,,,,,,,,,,,,,,,
3778421,chr21,Liftoff,CDS,41486756,41486785,.,-,0,Parent=XM_024452039.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;product=splicing factor U2AF 35 kDa subunit-like protein isoform X3;protein_id=XP_024307807.1;exon_number=5;extra_copy_number=0,,,,,XM_024452039.2,,,,,,,,GeneID:102724594,,,,5,,0,,,CDS,LOC102724594,,,,,,,,,,,,,,,,splicing factor U2AF 35 kDa subunit-like protein isoform X3,,XP_024307807.1,,,,,,,,,,,,,,,,,,,
3779843,chr21,Liftoff,gene,42452202,42461892,.,+,.,ID=LOC102724200;gene_name=LOC102724200;db_xref=GeneID:102724200;gbkey=Gene;gene=LOC102724200;gene_biotype=protein_coding;partial=true;coverage=1.0;sequence_ID=1.0;valid_ORFs=0;extra_copy_number=0;copy_num_ID=LOC102724200_0,,LOC102724200,,,,,,,,,LOC102724200_0,1.0,GeneID:102724200,,,,,,0,,,Gene,LOC102724200,protein_coding,,LOC102724200,,,,,,,,,,,,true,,,,,1.0,,,,,,,,,,,,,,,0,,
3779844,chr21,Liftoff,transcript,42452202,42461892,.,+,.,ID=XM_011546082.4;Parent=LOC102724200;db_xref=GeneID:102724200;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC102724200;model_evidence=Supporting evidence includes similarity to: 15 ESTs%2C 1 Protein%2C 655 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 129 samples with support for all annotated introns;partial=true;product=trafficking protein particle complex subunit 10-like;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=False;missing_start_codon=True;extra_copy_number=0,,XM_011546082.4,,,LOC102724200,,,,,,,,GeneID:102724200,,,,,COORDINATES: polyA evidence [ECO:0006239],0,,,mRNA,LOC102724200,,,,,,,,True,True,,Supporting evidence includes similarity to: 15 ESTs%2C 1 Protein%2C 655 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 129 samples with support for all annotated introns,,,,true,trafficking protein particle complex subunit 10-like,,,,,,,,,,mRNA,,,,,,,,False,,,
3779845,chr21,Liftoff,exon,42452202,42452327,.,+,.,Parent=XM_011546082.4;db_xref=GeneID:102724200;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=LOC102724200;model_evidence=Supporting evidence includes similarity to: 15 ESTs%2C 1 Protein%2C 655 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 129 samples with support for all annotated introns;partial=true;product=trafficking protein particle complex subunit 10-like;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_011546082.4,,,,,,,,GeneID:102724200,,,,1,COORDINATES: polyA evidence [ECO:0006239],0,,,,LOC102724200,,,,,,,,,,,Supporting evidence includes similarity to: 15 ESTs%2C 1 Protein%2C 655 long SRA reads%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 129 samples with support for all annotated introns,,,,true,trafficking protein particle complex subunit 10-like,,,,,,,,,,mRNA,,,,,,,,,,,
